"video_id","publishedAt","channelId","title","description","thumbnails.default.url","thumbnails.default.width","thumbnails.default.height","thumbnails.medium.url","thumbnails.medium.width","thumbnails.medium.height","thumbnails.high.url","thumbnails.high.width","thumbnails.high.height","channelTitle","liveBroadcastContent"
"hOGzXiakinU","2016-07-12T22:52:17.000Z","UCUMZ7gohGI9HcU9VNsr2FJQ","Hague Rules China Has No Rights to South China Sea","July 12 -- China's assertions to more than 80 percent of the disputed South China Sea have been dealt a blow with an international tribunal ruling it has no ...","https://i.ytimg.com/vi/hOGzXiakinU/default.jpg","120","90","https://i.ytimg.com/vi/hOGzXiakinU/mqdefault.jpg","320","180","https://i.ytimg.com/vi/hOGzXiakinU/hqdefault.jpg","480","360","Bloomberg","none"
"oNaOXBSr8l8","2017-03-22T22:03:07.000Z","UCUMZ7gohGI9HcU9VNsr2FJQ","Why a U.S. Missile Defense System Is Angering China","A U.S. missile defense system being deployed in South Korea is rubbing China the wrong way. The Terminal High Altitude Area Defense system, known as ...","https://i.ytimg.com/vi/oNaOXBSr8l8/default.jpg","120","90","https://i.ytimg.com/vi/oNaOXBSr8l8/mqdefault.jpg","320","180","https://i.ytimg.com/vi/oNaOXBSr8l8/hqdefault.jpg","480","360","Bloomberg","none"
"Bz0OusngnAI","2014-10-13T18:37:57.000Z","UCUMZ7gohGI9HcU9VNsr2FJQ","Nobel Laureate Tirole Wants Tough Rules for Big Banks","Oct. 13 (Bloomberg) -- Jean Tirole, winner of the 2014 Nobel Prize in Economic Sciences, discusses bank regulation with Erik Schatzker, Olivia Sterns and ...","https://i.ytimg.com/vi/Bz0OusngnAI/default.jpg","120","90","https://i.ytimg.com/vi/Bz0OusngnAI/mqdefault.jpg","320","180","https://i.ytimg.com/vi/Bz0OusngnAI/hqdefault.jpg","480","360","Bloomberg","none"
"bu2MRBU9yjA","2014-09-23T17:28:44.000Z","UCUMZ7gohGI9HcU9VNsr2FJQ","BlackBerry Passport: Can It Lead to a Comeback?","Sept. 23 (Bloomberg) – Bloomberg Intelligence's John Butler discusses BlackBerry's new square-screened smartphone. He speaks on “Market Makers.","https://i.ytimg.com/vi/bu2MRBU9yjA/default.jpg","120","90","https://i.ytimg.com/vi/bu2MRBU9yjA/mqdefault.jpg","320","180","https://i.ytimg.com/vi/bu2MRBU9yjA/hqdefault.jpg","480","360","Bloomberg","none"
"N-BaUFS3tdY","2016-05-11T21:30:39.000Z","UCUMZ7gohGI9HcU9VNsr2FJQ","Want to Hack Your Body? This Startup Says Its Pills Will Help","May 10 -- Geoffrey Woo and Michael Brandt founded the start-up Nootrobox that sells so-called “nootropics,” pills designed to enhance memory, cognition, and ...","https://i.ytimg.com/vi/N-BaUFS3tdY/default.jpg","120","90","https://i.ytimg.com/vi/N-BaUFS3tdY/mqdefault.jpg","320","180","https://i.ytimg.com/vi/N-BaUFS3tdY/hqdefault.jpg","480","360","Bloomberg","none"
"ffDNKUzp-zQ","2017-02-27T16:04:51.000Z","UCUMZ7gohGI9HcU9VNsr2FJQ","Harvard Professor: Trump's Border Tax 'Misunderstood'","Feb.27 -- Harvard University Professor of Economics Martin Feldstein explains the economic benefits of a U.S. border tax adjustment. He speaks on ""Bloomberg ...","https://i.ytimg.com/vi/ffDNKUzp-zQ/default.jpg","120","90","https://i.ytimg.com/vi/ffDNKUzp-zQ/mqdefault.jpg","320","180","https://i.ytimg.com/vi/ffDNKUzp-zQ/hqdefault.jpg","480","360","Bloomberg","none"
"KLnf7mf61Sg","2016-11-17T00:04:44.000Z","UCUMZ7gohGI9HcU9VNsr2FJQ","Here's Why Big Banks Love Trump","Nov. 10 -- Donald Trump and Republican victories at the polls have caused the stocks of Bank of America, JP Morgan Chase, and other big banks to jump.","https://i.ytimg.com/vi/KLnf7mf61Sg/default.jpg","120","90","https://i.ytimg.com/vi/KLnf7mf61Sg/mqdefault.jpg","320","180","https://i.ytimg.com/vi/KLnf7mf61Sg/hqdefault.jpg","480","360","Bloomberg","none"
"yC_1kQOZH3I","2015-02-20T01:05:37.000Z","UCUMZ7gohGI9HcU9VNsr2FJQ","Rudy Giuliani Backs Off Assertion that Obama Doesn't Love America","The former NY mayor is unapologetic to Mark Halperin and John Heilemann about his views on how much the president's heart beats for his country.","https://i.ytimg.com/vi/yC_1kQOZH3I/default.jpg","120","90","https://i.ytimg.com/vi/yC_1kQOZH3I/mqdefault.jpg","320","180","https://i.ytimg.com/vi/yC_1kQOZH3I/hqdefault.jpg","480","360","Bloomberg","none"
"56feH-d6yuI","2011-11-22T16:08:18.000Z","UCUMZ7gohGI9HcU9VNsr2FJQ","High-Yield Debt Investment Strategy","Nov. 8 (Bloomberg) -- James Keenan, managing director at BlackRock Inc., talks about investment strategy in high-yield debt and the implications of the Volcker ...","https://i.ytimg.com/vi/56feH-d6yuI/default.jpg","120","90","https://i.ytimg.com/vi/56feH-d6yuI/mqdefault.jpg","320","180","https://i.ytimg.com/vi/56feH-d6yuI/hqdefault.jpg","480","360","Bloomberg","none"
"D47u1SAU5bI","2012-03-23T18:16:24.000Z","UCUMZ7gohGI9HcU9VNsr2FJQ","Lardy Says `Hot Money' Driving China's Currency Reserves: Video","April 12 (Bloomberg) -- Nicholas Lardy, a senior fellow at the Peterson Institute for International Economics, talks with Bloomberg's Jon Erlichman about China's ...","https://i.ytimg.com/vi/D47u1SAU5bI/default.jpg","120","90","https://i.ytimg.com/vi/D47u1SAU5bI/mqdefault.jpg","320","180","https://i.ytimg.com/vi/D47u1SAU5bI/hqdefault.jpg","480","360","Bloomberg","none"
"e5aK6yIOg8I","2016-09-23T01:11:24.000Z","UCUMZ7gohGI9HcU9VNsr2FJQ","Alan Greenspan: Dodd-Frank Should Be Repealed","Sept. 22 -- Former Federal Reserve Chairman Alan Greenspan discusses the impact of bank regulations and calls for the repeal of the Dodd-Frank Act. He ...","https://i.ytimg.com/vi/e5aK6yIOg8I/default.jpg","120","90","https://i.ytimg.com/vi/e5aK6yIOg8I/mqdefault.jpg","320","180","https://i.ytimg.com/vi/e5aK6yIOg8I/hqdefault.jpg","480","360","Bloomberg","none"
"9KEeJE2FQJ8","2015-09-18T22:08:08.000Z","UCUMZ7gohGI9HcU9VNsr2FJQ","Bernie Sanders, Deficit Hawk?","Sept. 18 -- On ""With All Due Respect,"" Mark Halperin asks Bernie Sanders whether he would aspire to bring down the deficit. (Source: Bloomberg) -- Subscribe ...","https://i.ytimg.com/vi/9KEeJE2FQJ8/default.jpg","120","90","https://i.ytimg.com/vi/9KEeJE2FQJ8/mqdefault.jpg","320","180","https://i.ytimg.com/vi/9KEeJE2FQJ8/hqdefault.jpg","480","360","Bloomberg","none"
"a_bSggGAmLw","2013-04-15T15:19:01.000Z","UCUMZ7gohGI9HcU9VNsr2FJQ","The Apple Execs Making More Than CEO Tim Cook","April 15 (Bloomberg) -- Bloomberg's Adam Satariano profiles the four Apple senior lieutenants receiving compensation packages that make them among the ...","https://i.ytimg.com/vi/a_bSggGAmLw/default.jpg","120","90","https://i.ytimg.com/vi/a_bSggGAmLw/mqdefault.jpg","320","180","https://i.ytimg.com/vi/a_bSggGAmLw/hqdefault.jpg","480","360","Bloomberg","none"
