"date","title","video_id","viewCount","likeCount","dislikeCount","commentCount","source"
2016-03-05,"Irina Shayk, Taylor Hill, and More Have Legs for Days!","ScB6YTXGarA","127317","2288","49","80","Vogue"
2016-03-07,"Givenchy Fall 2016 Ready-to-Wear | Paris Fashion Week","yfIm_dajOCM","15680","375","7","23","Vogue"
2016-03-07,"Stella McCartney Fall 2016 Ready-to-Wear | Paris Fashion Week","hxvqj_MrUTE","18629","492","6","12","Vogue"
2016-03-11,"Yael Naïm Preforms “Trapped” Off Her Latest Album, Older","SyZLJx5kfFg","11315","476","1","20","Vogue"
2016-03-16,"SXSW Band Sunflower Bean Performs “Easier Said”","I5lne-pQRrY","69933","1465","22","62","Vogue"
2016-03-18,"Dsquared2 Fall 2016 Ready-to-Wear | Milan Fashion Week","nHCMYfRGotU","6477","173","10","10","Vogue"
2016-03-22,"How to Pack for a Journey to the Great Outdoors, Courtesy of Vogue’s Branded Content Director","ztlqPymE-3E","40095","1475","22","21","Vogue"
2016-03-23,"Kendall Jenner and Gigi Hadid's Sleepover Party | Vogue","OCCoM4yn1mU","4027160","57782","1015","894","Vogue"
2016-03-31,"Cameron Dallas Dances, Pranks, and Kisses His Way Through New York City","mWEMyZdczZc","106592","4864","302",NA,"Vogue"
2016-04-05,"7 Rules for Throwing the Perfect Cocktail Party With Southern Charm’s Patricia Altschul","Pk-BmuVbkWk","37841","477","17","27","Vogue"
2016-04-11,"Supermodels Reveal Their Denim Obsession","AO_G8ylF0m4","129191","1806","23","51","Vogue"
2016-04-15,"Inside Zayn Malik and Gigi Hadid’s First Photo Shoot as a Couple","TSRvY1kKebY","5424494","65691","2202","2254","Vogue"
2016-04-19,"73 Questions With Taylor Swift | Vogue","XnbCSboujF4","19200748","288941","14404","23599","Vogue"
2016-04-22,"Decoding French Gestures, With Aymeline Valade","FwzF9fhNt80","93510","1889","43","43","Vogue"
2016-04-29,"A History of the Met Gala in 60 Seconds","W96_Dd9bI5Y","264624","3963","120","102","Vogue"
2016-04-29,"Cami Morrone Makes the Ultimate Post-Workout Smoothie","LxCD5czIJCc","192665","4309","49","88","Vogue"
2016-05-02,"32 Best Boundary-Pushing Met Gala Beauty Looks","uOsabEIeikY","53471","825","92","45","Vogue"
2016-05-03,"Sarah Jessica Parker and Andy Cohen on Creativity | Met Gala 2016","E71dYZYXjsw","87273","843","10","35","Vogue"
2016-05-03,"Jaden and Willow Smith on How They Define Creativity | Met Gala 2016","Gk8fMD3eWck","647949","5538","228","437","Vogue"
2016-05-03,"Chloë Sevigny on Ogling Women at the Met Gala and Hating Selfies | Met Gala 2016","s5y3Kys3Ip4","45855","331","15","30","Vogue"
2016-05-03,"Lupita Nyong'o on Her Matrix and Nina Simone-Inspired Look | Met Gala 2016","GvAbp9_9piU","98837","875","15","69","Vogue"
2016-05-03,"Bella Hadid on How Long It Takes to Get Ready for the Met Gala | Met Gala 2016","0emuOcTgBQw","386253","3591","86","173","Vogue"
2016-05-03,"Kim Kardashian and Kanye West on Eating Reindeer | Met Gala 2016","yh53j7SLK1U","638900","4139","725","475","Vogue"
2016-05-03,"Gigi Hadid on Her Futuristic Bathing Suit and Chrome Knuckles | Met Gala 2016","DsMJLHjen7s","413586","3491","141","128","Vogue"
2016-05-03,"Kylie Jenner on Her First Met Gala | Met Gala 2016","tZCGrbM-YLM","450057","3927","312","310","Vogue"
2016-05-03,"Wiz Khalifa on Creativity: ""Being as Innocent as Possible"" | Met Gala 2016","DJw8_R3B_VQ","148584","709","21","85","Vogue"
2016-05-03,"Aziz Ansari on 'Lemonade' and 'Master of None' Season 2 | Met Gala 2016","3dPYm9kDwmw","31657","315","9","14","Vogue"
2016-05-04,"Supermodel Adriana Lima Gets Ready for the Met Gala","mCfsrosu_OI","1259918","14161","201","309","Vogue"
2016-05-05,"Cameron Dallas Gets Ready for the Met Gala","g4wYHydcDhY","478164","9571","1056","423","Vogue"
2016-05-05,"Nick Jonas Suits Up for the Met Gala","wVZzYknXPUg","60347","1496","40","32","Vogue"
2016-05-06,"The 5-Step French Girl Workout With Model Caroline de Maigret","8cnuNvf_Y3M","516661","13259","191","178","Vogue"
2016-05-16,"Margot Robbie’s Beauty Routine Is Psychotically Perfect | Vogue","RWc8V-iKJ7s","7913033","143468","3929","5821","Vogue"
2016-05-24,"Cannes Winner Xavier Dolan Talks Adele and Movies Without Happy Endings","HbAH3XzRRRc","81800","2116","13","58","Vogue"
2016-06-01,"Lena Dunham Tries Meditation | Vogue","jJiWkbXcZ6w","172985","2616","421","169","Vogue"
2016-06-06,"How to Get the Ultimate Beach Wave Hair With Model Cami Morrone | Beauty Secrets | Vogue","TpROMj33b4g","615446","12020","101","164","Vogue"
2016-06-06,"The Myth Of Orpheus and Eurydice, Part One: The Wedding | Vogue","v-U5c38WhrA","311499","1514","25","32","Vogue"
2016-06-06,"The Myth Of Orpheus and Eurydice, Part Four: The Petition of Hades | Vogue","ytuRuFgMGe0","126108","1000","12","62","Vogue"
2016-06-09,"73 Questions With James Corden | Vogue","2AjAToIfEPc","5130855","79755","764","2773","Vogue"
2016-06-13,"Tyler, The Creator’s Fashion Show Was Unlike Anything You’ve Ever Seen","q1GdvcMsiWk","920378","29724","160","854","Vogue"
2016-06-14,"Desiigner Takes “Panda” to Wall Street With Model Andreea Diaconu | Vogue","ptNH5nhmErM","251449","3812","120","184","Vogue"
2016-06-16,"Amy Schumer and Anna Wintour Swap Lives | Vogue","5Av3ZKrDxKM","3402892","35326","2131","1146","Vogue"
2016-06-17,"36 Hours With Ashley Graham, Supermodel! | Vogue","lcyokadl-cY","1142586","13332","396","854","Vogue"
2016-06-20,"Model Carlotta Kohl's Perfect After-Dark Beauty Look | Beauty Secrets | Vogue","Av1v9eQuBbw","342523","5832","202","82","Vogue"
2016-06-22,"Easy Raspberry Jam","VMvRkIlJVis","89790","2245","34","47","Vogue"
2016-06-22,"Learn the Secret Ingredient to the Perfect PB+J Sandwich","z5vRFgWywhY","66594","1535","39","44","Vogue"
2016-06-27,"South Korean Longboarder Ko Hyojoo Rolls Through Seoul in Style","ynakjV77kZk","865996","19991","198","454","Vogue"
2016-07-11,"Rodney Mullen Debuts New Tricks, Captured in 360 Degrees | Vogue","-3tDvMG87Ro","1560338","21906","611","2062","Vogue"
2016-07-14,"Gigi Hadid and Olympian Ashton Eaton Film With A Selfie Stick, Watch What Happens | Vogue","JRqRbR1-Tjc","185291","3209","82","147","Vogue"
2016-07-19,"Watch French It Girl Soko’s Trick for the Ultimate Moody Eyeshadow | Beauty Secrets | Vogue","HtF-UWOwges","569979","13899","732","416","Vogue"
2016-07-21,"Supermodel Gigi Hadid Does Los Angeles Like You’ve Never Seen Before | Vogue","eQ62tOo0FPQ","7100645","78736","3746","2949","Vogue"
2016-07-28,"73 Questions With Serena Williams | Vogue","Gpu_st4ynLc","2679444","35394","1127","3710","Vogue"
2016-08-01,"16 Steps to Looking Like a K-Pop Star With Jessica Jung | Beauty Secrets | Vogue","I8ktbz585t4","4449379","121297","2189","4943","Vogue"
2016-08-02,"Camille Rowe asks What on Earth is Wellness? (Series Trailer) | Vogue","5SqP7Nb93BY","91278","2828","29","121","Vogue"
2016-08-05,"Victoria’s Secret Model Izabel Goulart’s Rio Walking Tour | Vogue","MASdI8MhvSw","100495","2188","46","83","Vogue"
2016-08-10,"Olympic Wrestler Helen Maroulis Fights Like a Girl | Vogue","VofXC2nT1v8","120319","1929","30","87","Vogue"
2016-08-15,"Victoria Beckham’s Five-Minute Face | Beauty Secrets | Vogue","aWhFs0ndDsM","4986365","33827","3067","1095","Vogue"
2016-08-16,"73 Questions With Kendall Jenner | Vogue","lsFPbgK1v9I","20665383","251822","29639","17718","Vogue"
2016-08-22,"Bella Hadid’s Jet-Lag Beauty Survival Guide | Beauty Secrets | Vogue","_u86npjGe7w","6674443","100727","2471","2796","Vogue"
2016-08-23,"Camille Rowe Explores Psychology & Mindfulness (Clip 3) | What on Earth is Wellness? | British Vogue","oT_QTImmUHc","53346","831","52","58","Vogue"
2016-09-12,"Victoria Beckham’s Pivotal NYFW Show: “I Really Feel I’ve Come Into My Own” | Vogue","YUzx6jMMHE8","92962","1562","68","125","Vogue"
2016-09-12,"Gigi Hadid on Bringing Her Sporty and Hippie Style to Tommy Hilfiger | Vogue","C2z-vBgR7-o","305191","5915","156","168","Vogue"
2016-09-15,"Lupita Nyong’o Visits Her Family Home and Farm in Kenya | Vogue","0NMOdFEIj6o","1382893","36926","258","2436","Vogue"
2016-09-15,"73 Questions With Simone Biles | Vogue","HHxRBljtoqU","4330793","49743","2522","3432","Vogue"
2016-09-16,"Travis Scott’s Fashion Week Ride Is a Helicopter | Getting Ready | Vogue","0XpjGRKkAcQ","38780","768","26","31","Vogue"
2016-09-18,"NFL Star Cam Newton and Karlie Kloss Go On Set With Vogue","DI1BbU4uzmM","116583","1589","153","204","Vogue"
2016-09-20,"Dree Hemingway’s Real-Girl Guide to No-Makeup Makeup | Beauty Secrets | Vogue","qtXLBcplNJ0","784221","10843","230","163","Vogue"
2016-09-20,"Teyana Taylor on Walking in Kanye West’s Yeezy Show and Twinning With Her Husband | Vogue","U0_X4xIY3JY","43350","731","34","24","Vogue"
2016-09-21,"Teyana Taylor on Air Force 1s vs. Superstars and Other Tough Choices | Would You Rather","zTu3VkuORUQ","22960","323","28","19","Vogue"
2016-09-29,"Rihanna on How to Rock Her Fenty x Puma Looks | Vogue","CxRJtHQoJpU","167096","2517","60","107","Vogue"
2016-10-05,"What’s In Your Bag with Diane Lane | Vogue","QkPt3msECvs","525774","2580","291","149","Vogue"
2016-10-07,"Sean “Diddy” Combs and the Bad Boy Family on Their Best Throwback Memories | Vogue","Aac1zMpMvtQ","9084","145","16","14","Vogue"
2016-10-11,"One Million Stories. One Million Lives Changed, Part One: Sri Lanka","sw6EofWILhA","85096","564","2","16","Vogue"
2016-10-11,"One Million Stories. One Million Lives Changed, Part Five: The Future","2hf35gTCC0M","47468","345","3","10","Vogue"
2016-10-11,"One Million Stories. One Million Lives Changed, Part Three: Margaret","155rVNO-v08","50911","346","4","6","Vogue"
2016-10-18,"73 Questions With Emma Stone | Vogue","N8HqyuLBqnU","11131045","157957","5859","9057","Vogue"
2016-10-20,"Korean Model Hoyeon Jung’s Steps for Perfect Skin and a Two-Tone Lip | Beauty Secrets | Vogue","2BxbHCg39Sk","1660086","41100","497","701","Vogue"
2016-10-25,"Grace Hartzel’s David Bowie Halloween Makeover | Beauty Secrets | Vogue","k1081-5gs9E","342636","7831","122","173","Vogue"
2016-10-26,"Ciara’s Day-to-Night Makeup Refresh | Beauty Secrets | Vogue","z4VT4gik54w","629485","10998","295","342","Vogue"
2016-10-28,"The 19 Best Collections From Paris Fashion Week, On the Coolest Dancers in Paris | Vogue","mRNZy8caQVs","38027","1610","28","38","Vogue"
2016-10-31,"Suki Waterhouse’s Guide to It Brit Eyeliner | Beauty Secrets | Vogue","pEBeBQLCSx0","957054","14759","380","362","Vogue"
2016-11-07,"Adriana Lima, Lily Aldridge, and More Show What Happens at the Victoria’s Secret Angel Fittings","nqRKdaYAK9w","521343","7598","88","324","Vogue"
2016-11-09,"Ashley Graham's Red Carpet Beauty Look | Beauty Secrets | Vogue","iynyZLWqjQ8","1236012","26520","278","562","Vogue"
2016-11-11,"Contestants Pitch Their Designs to Anna Wintour and the Judges | Vogue","Y82TpuAdTHY","806600","7113","205","404","Vogue"
2016-11-11,"Anna Wintour & Diane von Furstenberg Decide the Fashion Fund Finalists | Vogue","QJMvJWdENHw","308874","2320","55","147","Vogue"
2016-11-11,"Zendaya Announces 2016 CFDA/Vogue Fashion Fund Winner | Vogue","hoO38nt6ejA","243323","2860","44","147","Vogue"
2016-11-11,"Emma Stone & Katy Perry Watch the Creative Final Fashion Show | Vogue","yMQsG39DdbA","422847","4685","138","204","Vogue"
2016-11-11,"The Finalists Share Their Movie-Inspired Instagram Posts | Vogue","xWmWxdohFyY","192747","1332","22","31","Vogue"
2016-11-11,"Desiigner Models Clothing & Raps a Verse for Anna Wintour | Vogue","5YlOCs96Grc","636106","5742","621","981","Vogue"
2016-11-15,"Gwyneth Paltrow’s Guide to Glowing Skin | Beauty Secrets | Vogue","Eog5RGbqgKQ","1514485","12468","757","552","Vogue"
2016-11-22,"Ciara on How to Dress for the Red Carpet When You're Pregnant | Vogue","jwYWXitAhg0","54200","1127","18","59","Vogue"
2016-11-28,"Karen Elson Does Manhattan Party Makeup | Beauty Secrets | Vogue","vONyW7DxzjU","349220","4974","83","142","Vogue"
2016-12-01,"Khloé Kardashian's Better Butt Workout Video | Vogue","J3jGT9d4NvY","363177","5190","1118","420","Vogue"
2016-12-05,"Victoria’s Secret Angels Sleepover: Taylor Hill, Jasmine Tookes, and More Prep for the 2016 Show","yjP1WBklZnc","884013","15018","154","333","Vogue"
2016-12-06,"How Kendall, Gigi, Adriana, and More Find Their Mojo Before the Victoria’s Secret Show | Vogue","3cUQTZ6EjEU","355988","5442","123","193","Vogue"
2016-12-06,"Aluna Francis of AlunaGeorge Breaks Down Her Beauty Routine | Vogue","2_eCgSlPw0o","126797","1690","56","35","Vogue"
2016-12-07,"Ruth Negga’s Best Worst Jokes | Vogue","3aQNOYBsJP8","82542","1496","13","95","Vogue"
2016-12-12,"Kendall Jenner; Tyler, The Creator; and Travis “Taco” Bennett Take Over the Vogue Set","_q81QPYDKLE","2148208","44574","785","1465","Vogue"
2016-12-19,"73 Questions With Neil Patrick Harris | Vogue","CchqGSPNvns","3733318","79048","1051","2849","Vogue"
2016-12-20,"Bergdorf! Bodegas! Hot Cheetos! Taylor Hill Is the Supermodel Next Door | Vogue","JzD0xJ-pa2M","1344909","23146","481","825","Vogue"
2017-01-09,"Drew Barrymore’s Genius Guide to On-the-Go Beauty | Beauty Secrets | Vogue","FrBGUzdZ6PU","856396","11521","194","396","Vogue"
2017-01-18,"Teyana Taylor’s New Dance Workout Is the Only Fitspiration You Need | Vogue","X9TgP3LRJvc","1627040","21810","977","474","Vogue"
2017-02-07,"73 Questions With Lena Dunham | Vogue","552vc2FHhNE","1396016","12994","12599","124","Vogue"
2017-02-09,"Sarah Jessica Parker Narrates the 1950s in Vogue  | Vogue by the Decade","0xER5urYjsE","83638","4082","10","94","Vogue"
2017-02-14,"141st Westminster Kennel Club Dog Show | Vogue","7QtOifKvuPw","25443","876","10","33","Vogue"
2017-02-16,"Sarah Jessica Parker Narrates the 1920s in Vogue  | Vogue by the Decade","eE5vFvt0DN0","76367","3264","13","52","Vogue"
2017-02-16,"Craig & Karl: Inside Their Transatlantic Creative Process | Inspired to Create Ep. 3","YkMFRnF9RRQ","128443","237","1","4","Vogue"
2017-02-23,"Sarah Jessica Parker Narrates 1892-1900s in Vogue  | Vogue by the Decade","jFZcrADRUxc","45662","1738","5","20","Vogue"
2017-02-25,"Ashley Graham, Chrissy Teigen, and More in New York Fashion Week’s Most Soul-Shaking Looks","ZAxHyA2yplg","113250","3536","53","91","Vogue"
2017-02-28,"73 Questions With Ashley Graham | Vogue","KFzKKiFBYy0","2499833","42951","1208","1986","Vogue"
2017-03-01,"Priyanka Chopra Reveals 3 All-Natural, DIY Skin Secrets | Vogue","948MLgRGNyU","10478619","218123","7052","3155","Vogue"
2017-03-03,"Daniel Arnold’s New York | Vogue","OtKdzBCRlPE","150660","7919","93","181","Vogue"
2017-03-08,"The Egyptian Cat-Eye Is Easier Than It Looks | Vogue","c1wWgQOkBho","253127","5401","106","167","Vogue"
2017-03-11,"Anna Wintour on the Trends of Paris Fashion Week","MdoYnsfv-Zo","84063","1555","23","26","Vogue"
2017-03-14,"Sarah Jessica Parker Narrates the 1960s in Vogue | Vogue by the Decade","aPYHa6RhEhw","68660","2718","19","74","Vogue"
2017-03-15,"A Local’s Guide to Chicano Style in Los Angeles | American Women | Vogue","9ihjWXPh9Hs","520183","22105","796","1131","Vogue"
2017-03-16,"Selena Gomez Goes Behind the Scenes With Vogue","p1WD_rDHsFc","424065","10663","224","378","Vogue"
2017-03-21,"73 Questions With Selena Gomez | Vogue","_GFkHA5EZdE","17992195","405761","10929","19989","Vogue"
2017-03-24,"Emily Ratajkowski’s Paris Fashion Week Adventure | Supermodel! | Vogue","sKmINEAkxok","270318","5335","231","227","Vogue"
2017-03-27,"Sarah Jessica Parker Narrates the 1930s in Vogue  | Vogue by the Decade","k1AemRjiQH0","67148","2584","15","65","Vogue"
2017-04-11,"This Sex Columnist's Beauty Routine Will Make You Better at Flirting | Vogue","bMnxopJTyfE","539430","5233","871","395","Vogue"
2017-04-25,"Watch This 1980s Supermodel’s Spectacular Age-Defying Beauty Routine | Beauty Secrets | Vogue","EVe6zujlnvI","7510411","240066","3026","11942","Vogue"
2017-04-30,"73 Questions With Aziz Ansari | Vogue","w_a4aIN-xX8","2019594","28208","1881","1833","Vogue"
2017-05-02,"Future & Jourdan Dunn on Living All Over the World | Met Gala 2017","osywo5RuCec","144727","1109","21","87","Vogue"
2017-05-02,"Tom Brady & Gisele Bündchen on Her ""Bootylicious"" Dress | Met Gala 2017","y9I_o9x3-o0","290023","2601","83","148","Vogue"
2017-05-02,"Wiz Khalifa Shares His Pre-Met Gala Secret | Met Gala 2017","ms9cwNwV_gY","95944","1552","36","46","Vogue"
2017-05-02,"Rihanna on Her Game-Changing Met Gala Red Carpet Look | Met Gala 2017","QhYHwJC6pbg","630869","7914","160","343","Vogue"
2017-05-02,"Lupita Nyong’o on When Sexy Takes the Front Row | Met Gala 2017","Er67430i1jw","106021","1405","9","86","Vogue"
2017-05-02,"Katy Perry on Her Avant-Garde Met Gala Dress | Met Gala 2017","FtwFuWI-pS4","377085","2856","540","390","Vogue"
2017-05-03,"Priyanka Chopra Pulls an Angelina Jolie Fashion Moment at Her First Met Gala | Met Gala 2017","-Rz-bttm5sE","648958","6793","340","404","Vogue"
2017-05-08,"The Best Moments From the Met Gala’s Vogue x Instagram Studio | Met Gala 2017","tiRug9yJhEo","207282","5262","120","230","Vogue"
2017-05-10,"Elle Fanning's Fan Fantasy | Vogue","F0TNJHPb39c","829749","42164","306","759","Vogue"
2017-05-16,"Brazilian Supermodel Isabeli Fontana Shows How to Prep Your Skin for Bed | Beauty Secrets | Vogue","I7yNxeTZZaw","882180","11559","522","351","Vogue"
2017-05-17,"24 Hours with Katy Perry at the 2017 Met Gala | Vogue","sIjSSbfXNHI","1230947","21808","1308","887","Vogue"
2017-05-24,"73 Questions With Priyanka Chopra | Vogue","dOUV2rwMr1g","7802286","168707","4724","8929","Vogue"
2017-05-26,"Model Grace Hartzel Gets the Vogue Girl Look | Beauty Secrets | Vogue","eoganOAP_rA","1156056","21630","507","799","Vogue"
2017-06-08,"Beth Ditto Does Brighton Beach | Vogue","XJ_JKt2f0Lk","48142","1355","60","56","Vogue"
2017-06-11,"24 Hours With Broadway Actress Denée Benton","ea0b6f6aNWE","79544","2994","17","81","Vogue"
2017-06-13,"Hari Nef's 10-Step Beauty Prep for a Night Out | Beauty Secrets | Vogue","W61trr1tR3c","559141","13222","575","900","Vogue"
2017-06-15,"Zendaya Does 100 Years of Beauty | Vogue","Yhvk0pKPfZw","2809866","129242","1535","2411","Vogue"
2017-06-22,"How Rapper Young M.A. Keeps It Real When She Shops | Vogue","uWLB23NCJHs","610657","7040","276","356","Vogue"
2017-06-23,"How Valentina From RuPaul’s Drag Race Becomes Fabulous | Beauty Secrets | Vogue","cqpXL78yRqc","3468769","99472","4182","3847","Vogue"
2017-06-28,"Crystals, Cocktails, and Karaoke: 24 Hours With Supermodel Miranda Kerr | Vogue","cPfxnrgXsVo","661192","10730","379","332","Vogue"
2017-07-11,"Naomi Watanabe’s Guide to Glitter Eyes and Bold Lips | Beauty Secrets | Vogue","z7BihsCK-wU","4599809","84663","924","2496","Vogue"
2017-07-13,"73 Questions With Gigi Hadid | Vogue","kjulGt3rolY","11393051","192884","10057","9410","Vogue"
2017-07-16,"Miranda Kerr’s Fairy-Tale Wedding Dress Fitting | Vogue","qlB0m541Q3A","1650242","16755","540","672","Vogue"
2017-07-17,"Miranda Kerr Applies Her Glowing Wedding Day Makeup | Beauty Secrets | Vogue","GUwlbrSqDIs","4456683","61737","1279","1510","Vogue"
2017-07-18,"Miranda Kerr’s Ultimate Pre-Wedding Detox | Vogue","jc0f8Xbk1vk","732245","13798","388","384","Vogue"
2017-07-20,"Céline Dion Takes Paris in the Best Couture Looks of the Season | Vogue","exfR9QMN9Mk","711861","12516","386","712","Vogue"
2017-07-26,"Zayn Malik Sounds Off on Fashion, Fame, and the Meaning Behind His Home Studio | Vogue","YakTpnzw3GA","1380456","31898","667","2449","Vogue"
2017-07-31,"HOUSE OF Z- Official Trailer- The Zac Posen Documentary","rHa95m7rtk8","100104","1908","23","69","Vogue"
2017-08-01,"Singer Lizzo’s Beauty Secret Is Also the Name of Her New EP | Beauty Secrets | Vogue","ANZU0_nm7xI","122813","2966","91","109","Vogue"
2017-08-09,"Everything It Took to Create Jennifer Lawrence’s September Cover Shoot | Vogue","qW4VJmXJIZ0","1432151","20776","1136","1093","Vogue"
2017-08-14,"73 Questions With Cindy Crawford | Vogue","dGVVuoOarbs","1865723","24392","856","2623","Vogue"
2017-08-15,"Kendall Jenner Takes You on a 360° Tour of Her Closet | Supermodel Closets | Vogue","YCDVFF6-AOs","9643153","113720","10029","4211","Vogue"
2017-08-22,"Kendall Jenner Shares Her Morning Beauty Routine | Beauty Secrets | Vogue","rfmXkhBieXA","12885860","233583","10141","6761","Vogue"
2017-08-23,"Kendall Jenner, Selena Gomez, Cindy Crawford, and More Discuss Their First Vogue Covers | Vogue","iCepINjKo1s","417003","9501","163","794","Vogue"
2017-08-29,"Mariah Carey: The Diva Takes Us Inside Her Closet | Vogue","ejWwn3Ytnkc","1869098","21909","1564","2932","Vogue"
2017-09-07,"Walking New York City with Model Sarah Brannon | Vogue","rg4sDkKTiC8","72786","1290","60","52","Vogue"
2017-09-09,"How to Hang With Bella Hadid and the House of Wang | Vogue","_0Q-5yol0A8","162475","4606","168","151","Vogue"
2017-09-11,"How the House of Shayne Gets Down | Vogue","S4Txn5bvd7U","16446","477","19","23","Vogue"
2017-09-12,"Supermodel Amber Valletta Takes You on a 360° Tour of Her Closet | Supermodel Closets | Vogue","oa-lh4QMSeI","374967","1794","209","129","Vogue"
2017-09-15,"Anna Wintour Reflects on New York’s Spring 2018 Collections | Vogue","MNcfl62RET4","159074","4187","53","160","Vogue"
2017-09-19,"Adriana Lima Gets Ready for a Night Out | Beauty Secrets | Vogue","lokFoo_QD8c","2631406","41293","1057","1844","Vogue"
2017-09-20,"Inside Kaia Gerber’s Whirlwind First Fashion Week | Vogue","YA8A2rsTuBY","995529","22877","722","1123","Vogue"
2017-09-21,"73 Questions With Tracee Ellis Ross | Vogue","RlduVwzqK2o","838202","28696","342","1780","Vogue"
2017-09-25,"Model Paloma Elsesser’s Guide to Glowing Skin | Vogue","lK23-zm-qQQ","782895","20679","142","437","Vogue"
2017-09-26,"Lily Aldridge Takes You on a 360° Tour of Her Closet | Supermodel Closets | Vogue","IqhRs4JUWJs","370066","2727","274","148","Vogue"
2017-09-27,"73 Questions With Zac Efron | Vogue","Y2GVVC_cD_E","10399937","257450","4396","14407","Vogue"
2017-09-29,"Workin’ 9 to 5: Inside the Vogue Office! ft. Kate Upton, Elsa Hosk, Joan Smalls & More | Vogue","GhKmxtGTcCw","339656","12248","115","333","Vogue"
2017-10-04,"Cindy Crawford Takes You on a 360° Tour of Her Closet | Supermodel Closets | Vogue","PUzXPm2CEBU","422948","3355","241","204","Vogue"
2017-10-05,"Kaia Gerber’s Secret to a Killer Model Walk | Vogue","0yn2qCP677Y","573028","11598","385","631","Vogue"
2017-10-11,"73 Questions With Daisy Ridley | Vogue","doUdRCrK80E","4892416","108396","3474","12814","Vogue"
2017-10-17,"Cassie’s Smoky Eye Trick | Beauty Secrets | Vogue","xOymnOn_Lf0","1749286","45572","630","1296","Vogue"
2017-10-26,"73 Questions With Chrissy Teigen | Vogue","GzBsHWryO5k","4038963","71100","3846","4413","Vogue"
2017-10-30,"Issa Rae Hates Clubs, Loves Staying In | Sad Hot Girls | Vogue","qJabm5GuLgM","233823","13403","69","597","Vogue"
2017-10-31,"How Supermodel Natalia Vodianova Combats Jet-Lagged Skin | Beauty Secrets | Vogue","-_PFfy36nFU","1077070","15167","585","741","Vogue"
2017-11-01,"The Victoria’s Secret Fantasy Bra Gets a Dose of Reality | Vogue","XRL-2noYCfo","680674","10495","434","533","Vogue"
2017-11-08,"Cazzie David’s Guide to Getting Over a Breakup | Sad Hot Girls | Vogue","BBXXRjpw6LE","237981","5932","117","210","Vogue"
2017-11-09,"Meryl Streep Meets Anna Wintour at Vogue","dW4wpGg64pE","2648617","47030","1501","2767","Vogue"
2017-11-13,"Victoria’s Secret Angel Jasmine Tookes Reveals Her Punky Balmain Wings | Vogue","AsMxoUh4Q_0","255236","4766","51","156","Vogue"
2017-11-14,"Model Fei Fei Sun Perform Skin-Care Magic | Beauty Secrets | Vogue","symdi5KSJts","1255018","24429","597","815","Vogue"
2017-11-15,"Inside Carmen Electra's Closet: Her Best (and Worst) Looks | Vogue","SMjDmA0bVKc","89823","1441","68","90","Vogue"
2017-11-16,"73 Questions With Liza Koshy | Vogue","nRafaCcfrcI","12743326","656134","7400","29295","Vogue"
2017-11-21,"Victoria’s Secret Model Sara Sampaio’s Easy Bombshell Makeup Look | Beauty Secrets | Vogue","EbuCLC_wVlM","1427613","31474","344","689","Vogue"
2017-11-22,"Lola Kirke's Failed Train Romance | Sad Hot Girls | Vogue","nQBdHREKDqE","169423","2217","174","131","Vogue"
2017-11-27,"How the Victoria’s Secret Angels Get Runway Ready | Vogue","G9f0eHBm1cM","220412","4865","61","155","Vogue"
2017-11-28,"73 Questions With Michael B. Jordan | Vogue","BOQ-wZQhZZo","5135285","162809","1210","6751","Vogue"
2017-11-29,"Adriana Lima’s Victoria’s Secret Sleepover | Vogue","ggpoZyF2lU0","1334115","28010","648","720","Vogue"
2017-12-05,"Victoria’s Secret Angel Jasmine Tookes Teaches a Master Class in Glowing Skin | Vogue","MOiZg2378YI","1425976","32963","329","705","Vogue"
2017-12-06,"Karley Sciortino Found Unidentified Panties in Her Boyfriend’s Bed | Sad Hot Girls | Vogue","P1B_eP_64kw","101091","1167","215","96","Vogue"
2017-12-14,"73 Questions With Sean “Diddy” Combs | Vogue","iiWm8AxvWtw","983112","21386","499","1317","Vogue"
2017-12-18,"Jordyn Woods Gets Ready for Her First Vogue Shoot | Vogue","t7jz1mdyzCI","223994","7669","720","491","Vogue"
2017-12-19,"Chaka Khan’s Diva Makeup Ritual | Beauty Secrets | Vogue","8rQT3PWQoNI","168732","6305","127","556","Vogue"
2017-12-20,"Taylor Hill Takes You on a 360° Tour of Her Closet | Supermodel Closets | Vogue","3mGHnyUIZQ8","940281","12408","522","325","Vogue"
2017-12-21,"73 Questions With Gina Rodriguez | Vogue","7dbRDavsp6I","1691794","60332","531","2223","Vogue"
2017-12-22,"Actress Ari Graynor Found Love in the Most Unexpected Place | Sad Hot Girls | Vogue","trrUc_SOhcg","47566","1544","53","53","Vogue"
2017-12-27,"45 Beauty Secrets in 5 Minutes—Here’s Everything We Learned in 2017 | Vogue","_yThFcog0nA","2793606","61313","1969","1260","Vogue"
2018-01-07,"The Florida Project’s Bria Vinaite Explains the Art of Ghosting | Sad Hot Girls | Vogue","eTSSApFkmzA","160105","3194","1305","341","Vogue"
2018-01-09,"Kendall Jenner Gets Ready for the 2018 Golden Globes | Vogue","hBAuahAXF1U","846529","14113","1114","799","Vogue"
2018-01-10,"Actress Jessica Rothe's Guide to Clear Skin | Beauty Secrets | Vogue","3WiZQ-Ohb58","538764","10475","144","269","Vogue"
