"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","RT @ThePerezHilton: The #RoyalWedding! The #BillboardMusicAwards! More #TaylorSwift scoop! And all of today's hottest topics, including #Ma<U+2026>",FALSE,0,NA,2018-05-22 01:49:15,FALSE,NA,"998742556480425984",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Whiterocker2",6,TRUE,FALSE,NA,NA
"2","RT @meanpIastic: Meghan Markle posing in front of the palace at age 15.. and marrying the prince 22 years later. #RoyalWedding https://t.co<U+2026>",FALSE,0,NA,2018-05-22 01:49:15,FALSE,NA,"998742554546966530",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TsweloL",4453,TRUE,FALSE,NA,NA
"3","Prince Harry<U+2019>s Ex Chelsy Davy Got The Extreme Meme Treatment At His Wedding #MissUSA #LHHATL #DWTS #BasketballWives<U+2026> https://t.co/4nlfG3X7Dq",FALSE,0,NA,2018-05-22 01:49:14,TRUE,NA,"998742551434850306",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ShockinggNewss",0,FALSE,FALSE,NA,NA
"4","RT @RoyalFamily: The Duke and Duchess of Sussex were also photographed on the East Terrace, Windsor Castle. Their Royal Highnesses would li<U+2026>",FALSE,0,NA,2018-05-22 01:49:14,FALSE,NA,"998742549421436928",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","fipfyfyfa",4086,TRUE,FALSE,NA,NA
"5","RT @StJoHospice: Thank you @philippaflowers and Meghan and Harry for the #royalwedding flowers. All our patients got a stunning bouquet and<U+2026>",FALSE,0,NA,2018-05-22 01:49:14,FALSE,NA,"998742549211820032",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HamillSparkles",3173,TRUE,FALSE,NA,NA
"6","RT @LordSnow: The only #RoyalWedding  I care about. https://t.co/U5JwLGF65D",FALSE,0,NA,2018-05-22 01:49:13,FALSE,NA,"998742546439458818",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mary_taylor15",8933,TRUE,FALSE,NA,NA
"7","RT @RoyalFamily: The Duke and Duchess of Sussex have released three official photographs taken on their wedding day by photographer Alexi L<U+2026>",FALSE,0,NA,2018-05-22 01:49:11,FALSE,NA,"998742536880640000",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_MaryannLyons",6846,TRUE,FALSE,NA,NA
"8","RT @tucasloledo: Prince Harry at the afterparty #RoyalWedding https://t.co/58imgq077k",FALSE,0,NA,2018-05-22 01:49:11,FALSE,NA,"998742536306003968",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","shahnOnO",34360,TRUE,FALSE,NA,NA
"9","RT @Lovefunmagictru: When you see how embroiled the #Royals are in Satanic, paedophilic #Pizzagate <ed><U+00A0><U+00BD><ed><U+00B8><U+00B3> WITH your FAVE <ed><U+00A0><U+00BD><ed><U+00B3><U+00BA> <U+201C>stars<U+201D> &amp; #HollywoodI<U+2026>",FALSE,0,NA,2018-05-22 01:49:09,FALSE,NA,"998742530572341250",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Zoom81",5,TRUE,FALSE,NA,NA
"10","RT @etnow: Meghan Markle's #Suits family couldn't have been happier to witness the #RoyalWedding. https://t.co/TTIC9AGcji",FALSE,0,NA,2018-05-22 01:49:09,FALSE,NA,"998742529997656065",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CMincham",8,TRUE,FALSE,NA,NA
"11","RT @WeAreSarcasm: Women, Know Your Worth!
#RoyalWedding https://t.co/0V4Mt7ZQHY",FALSE,0,NA,2018-05-22 01:49:07,FALSE,NA,"998742522150170624",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Im_That_GirlDeb",309,TRUE,FALSE,NA,NA
"12","RT @RoyalFamily: Congratulations to Their Royal Highnesses The Duke and Duchess of Sussex #Justmarried #Royalwedding https://t.co/2jESBtGcRd",FALSE,0,NA,2018-05-22 01:49:07,FALSE,NA,"998742520455712769",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","PrincessJACAAM",21008,TRUE,FALSE,NA,NA
"13","RT @tucasloledo: Prince Harry at the afterparty #RoyalWedding https://t.co/58imgq077k",FALSE,0,NA,2018-05-22 01:49:06,FALSE,NA,"998742517330972673",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","lAbyssinien",34360,TRUE,FALSE,NA,NA
"14","RT @StJoHospice: Thank you @philippaflowers and Meghan and Harry for the #royalwedding flowers. All our patients got a stunning bouquet and<U+2026>",FALSE,0,NA,2018-05-22 01:49:05,FALSE,NA,"998742514705358848",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Gaby93Gaby",3173,TRUE,FALSE,NA,NA
"15","RT @LostNRealityTV: I don't know who took this picture, but it's exquisite <ed><U+00A0><U+00BD><ed><U+00B2><U+0096><ed><U+00A0><U+00BD><ed><U+00B1><U+0091> #RoyalWedding https://t.co/yR60JWCdd1",FALSE,0,NA,2018-05-22 01:49:04,FALSE,NA,"998742510213193733",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Miz_STP",15756,TRUE,FALSE,NA,NA
"16","RT @eliesaaab: The Royal family photographed by Alexi Lubomirski at Windsor Castle
#RoyalWedding https://t.co/Wf1Q0HbjhE",FALSE,0,NA,2018-05-22 01:49:02,FALSE,NA,"998742501572861953",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HalieTyler_",6223,TRUE,FALSE,NA,NA
"17","RT @CBSThisMorning: Converting a hotel room into a control room for the #royalwedding wasn<U+2019>t easy but our amazing staff made it possible. W<U+2026>",FALSE,0,NA,2018-05-22 01:49:02,FALSE,NA,"998742500973121536",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","herberse",22,TRUE,FALSE,NA,NA
"18","RT @kathleen_hanley: my favorite moment of the day #RoyalWedding https://t.co/rDWgyhX0c6",FALSE,0,NA,2018-05-22 01:49:01,FALSE,NA,"998742496116080640",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kamrynoxelgren",58728,TRUE,FALSE,NA,NA
"19","RT @SignwaveAU: We just had to share ... iconic retailer, Marks &amp; Spencer changed the signage on their Windsor store over the weekend in ce<U+2026>",FALSE,0,NA,2018-05-22 01:49:01,FALSE,NA,"998742494543273986",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lillydache",2,TRUE,FALSE,NA,NA
"20","RT @eliesaaab: Fairytale Wedding<U+2728> #RoyalWedding https://t.co/xcP7MknnF3",FALSE,0,NA,2018-05-22 01:49:01,FALSE,NA,"998742494207725568",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sophia_amii",59941,TRUE,FALSE,NA,NA
"21","RT @MrFilipeOrlando: the queen getting super excited about cows is my favourite video in the world now #RoyalWedding https://t.co/aZ83ic9cDL",FALSE,0,NA,2018-05-22 01:49:00,FALSE,NA,"998742494094462982",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","carolyneleanore",1655,TRUE,FALSE,NA,NA
"22","RT @BIZBoost: There is surely someone somewhere furiously typing a script of a Royal comedy in which the frame freezes here and the main ch<U+2026>",FALSE,0,NA,2018-05-22 01:49:00,FALSE,NA,"998742492311932928",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","TheSoulfulEMU",3,TRUE,FALSE,NA,NA
"23","RT @KensingtonRoyal: The Duke and Duchess of Sussex with the Bridesmaids and Page Boys, taken by photographer Alexi Lubomirski in the Green<U+2026>",FALSE,0,NA,2018-05-22 01:49:00,FALSE,NA,"998742491066089472",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","orenlogi",18462,TRUE,FALSE,NA,NA
"24","RT @SerenaMatata: I feel so blessed. What a time to be alive <ed><U+00A0><U+00BD><ed><U+00B2><U+009E> 
#Olicity #Peraltiago #FitzSimmons #RoyalWedding https://t.co/gU2lSnchcF",FALSE,0,NA,2018-05-22 01:48:59,FALSE,NA,"998742489552117761",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","ChooseLove86",2,TRUE,FALSE,NA,NA
"25","Did we just uncover something big? Listen to find out! https://t.co/ZsK0xvNz9F<U+2026> #RoyalWedding<U+00A0> #PodernFamily<U+2026> https://t.co/NcLG8cbZTd",FALSE,0,NA,2018-05-22 01:48:59,TRUE,NA,"998742489522671616",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BuzzedConvoPod",1,FALSE,FALSE,NA,NA
"26","RT @BrennaSimonSays: Meghan Markle has been a game changer since she was 11-years-old. You go girl! #RoyalWedding https://t.co/Ydyohtdxdk",FALSE,0,NA,2018-05-22 01:48:59,FALSE,NA,"998742488411062272",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","robertbui21",9497,TRUE,FALSE,NA,NA
"27","RT @GMA: Amid the #royalwedding, we take you inside the Royal Botanic Gardens, Kew, in the UK - which is working to create natural beauty p<U+2026>",FALSE,0,NA,2018-05-22 01:48:59,FALSE,NA,"998742487370956801",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MGolish",2041,TRUE,FALSE,NA,NA
