"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","We're just a month away from the Royal Wedding and the guestbook in our lobby has now been completely filled with o<U+2026> https://t.co/Kb2dI7AydU",FALSE,0,NA,2018-04-19 01:42:52,TRUE,NA,"986782150933430273",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Hotel_Windsor",0,FALSE,FALSE,NA,NA
"2","RT @HRHHenryWindsor: It is not a lack of love, but a lack of friendship that makes unhappy marriages.
#PrinceHarry #HarryandMeghan",FALSE,0,NA,2018-04-19 01:42:18,FALSE,NA,"986782004850012160",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MEDEXNW",101,TRUE,FALSE,NA,NA
"3","A Royal Wedding Wednedsay two-fer over on Jess in a Yellow Dress: Princess Alexandra and Lady Helen Taylor!<U+2026> https://t.co/YHHNVIAYMw",FALSE,0,NA,2018-04-19 01:38:06,TRUE,NA,"986780949315772416",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jessailse",0,FALSE,FALSE,NA,NA
"4","@rnsills How to watch #PrinceHarry and Meghan Markle's #RoyalWedding on TV
https://t.co/IDp3APvjfp via telegraph https://t.co/ES9wyhFCHb",FALSE,0,"rnsills",2018-04-19 01:37:05,FALSE,"986779770791874565","986780692284690433","16000065","<a href=""https://www.primal.com"" rel=""nofollow"">Primal for Twitter</a>","Primal_Digest",0,FALSE,FALSE,NA,NA
"5","Only in British tabloids would the purchase of a toilet by #PrinceHarry's father-in-law-to-be, who lives in Rosarit<U+2026> https://t.co/V74DcXzqX4",FALSE,0,NA,2018-04-19 01:36:41,TRUE,NA,"986780592711745536",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","dianebellSD",0,FALSE,FALSE,NA,NA
"6","#PrinceHarry and #MeghanMarkle Talk #Family Challenges with #Prince William and Kate Middleton - #PrescientInfo https://t.co/CH0dHOIUUG",FALSE,0,NA,2018-04-19 01:33:25,FALSE,NA,"986779770791874565",NA,"<a href=""https://prescient.info/"" rel=""nofollow"">Prescie<U+014B>t Info</a>","rnsills",0,FALSE,FALSE,NA,NA
"7","RT @WeddingbellsMag: Prepare yourselves: The multiple dress phenomenon is about to go mainstream. https://t.co/xhfnq2REW0 #meghanmarkle #ro<U+2026>",FALSE,0,NA,2018-04-19 01:30:45,FALSE,NA,"986779098205667328",NA,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","alisonmcgill",0,TRUE,FALSE,NA,NA
"8","I wonder if her sense of outrage will be as bad if Meghan was marrying Joe Bloggs the plumber. 
#Coyg #goonerfamily<U+2026> https://t.co/aPxY6LgDXE",FALSE,0,NA,2018-04-19 01:28:12,TRUE,NA,"986778458046033920",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AFC1Niki",0,FALSE,FALSE,NA,NA
"9","RT @HRHHenryWindsor: It is not a lack of love, but a lack of friendship that makes unhappy marriages.
#PrinceHarry #HarryandMeghan",FALSE,0,NA,2018-04-19 01:19:08,FALSE,NA,"986776175912587267",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","timcairl",101,TRUE,FALSE,NA,NA
"10","RT @challemann: So many great details in here about #HarryandMeghan including how they went out on Halloween in disguise in Toronto: https:<U+2026>",FALSE,0,NA,2018-04-19 01:16:28,FALSE,NA,"986775506514268161",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ElizabethAngell",2,TRUE,FALSE,NA,NA
"11","RT @HRHHenryWindsor: It is not a lack of love, but a lack of friendship that makes unhappy marriages.
#PrinceHarry #HarryandMeghan",FALSE,0,NA,2018-04-19 01:15:33,FALSE,NA,"986775274552463360",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","PowellGal",101,TRUE,FALSE,NA,NA
"12","RT @HRHHenryWindsor: #MondayMotivation
<U+201C>Happiness is only real when shared!<U+201D> -#PrinceHarry #HarryAndMeghan",FALSE,0,NA,2018-04-19 01:12:24,FALSE,NA,"986774482072297478",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GLilliani",144,TRUE,FALSE,NA,NA
